w3脉冲幅值,w3幅值_固定,w3幅值_跳变,w3幅值_滑变,w3幅值_组变,w3幅值_参差,w1脉冲载频,w1载频_固定,w1载频_跳变,w1载频_滑变,w1载频_组变,w1载频_参差,w4重复周期,w4周期_固定,w4周期_跳变,w4周期_滑变,w4周期_组变,w4周期_参差,w2脉冲宽度,w2脉宽_固定,w2脉宽_跳变,w2脉宽_滑变,w2脉宽_组变,w2脉宽_参差,标签
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.291863526134772,0.0,26.291863526134772,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3,0.0,0.0,7.3,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0
21.376268333829962,0.0,21.376268333829962,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.35,0.0,0.0,7.35,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0
30.62044409359148,0.0,30.62044409359148,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3999999999999995,0.0,0.0,7.3999999999999995,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0
23.818217844198003,0.0,23.818217844198003,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.449999999999999,0.0,0.0,7.449999999999999,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0
29.13084392060017,0.0,29.13084392060017,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.499999999999999,0.0,0.0,7.499999999999999,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0
19.34028450486109,0.0,19.34028450486109,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.549999999999999,0.0,0.0,7.549999999999999,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0
26.459708680713387,0.0,26.459708680713387,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.599999999999999,0.0,0.0,7.599999999999999,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0
26.405351245635867,0.0,26.405351245635867,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3,0.0,0.0,7.3,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0
25.608582109155325,0.0,25.608582109155325,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.35,0.0,0.0,7.35,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0
30.50523416552766,0.0,30.50523416552766,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3999999999999995,0.0,0.0,7.3999999999999995,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0
20.06982592745964,0.0,20.06982592745964,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.449999999999999,0.0,0.0,7.449999999999999,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0
25.344069735851694,0.0,25.344069735851694,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.499999999999999,0.0,0.0,7.499999999999999,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0
29.491549888087665,0.0,29.491549888087665,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.549999999999999,0.0,0.0,7.549999999999999,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0
34.52563533698527,0.0,34.52563533698527,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.599999999999999,0.0,0.0,7.599999999999999,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0
32.46256776330591,0.0,32.46256776330591,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3,0.0,0.0,7.3,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0
30.129477831935148,0.0,30.129477831935148,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.35,0.0,0.0,7.35,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0
24.34320701432833,0.0,24.34320701432833,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.3999999999999995,0.0,0.0,7.3999999999999995,0.0,0.0,2.6,0.0,0.0,0.0,0.0,2.6,0.0
26.828505518661913,0.0,26.828505518661913,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.449999999999999,0.0,0.0,7.449999999999999,0.0,0.0,2.7,0.0,0.0,0.0,0.0,2.7,0.0
33.66984301872448,0.0,33.66984301872448,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.499999999999999,0.0,0.0,7.499999999999999,0.0,0.0,2.8,0.0,0.0,0.0,0.0,2.8,0.0
32.907500908275836,0.0,32.907500908275836,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.549999999999999,0.0,0.0,7.549999999999999,0.0,0.0,2.9,0.0,0.0,0.0,0.0,2.9,0.0
21.864861280352237,0.0,21.864861280352237,0.0,0.0,0.0,9760.0,0.0,0.0,0.0,9760.0,0.0,7.599999999999999,0.0,0.0,7.599999999999999,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0
